speaker_id,text,text_path,audio_path,gender,age
Speaker_id_2,wunde gada Kura gbwoyin Kabo wunla gangan a wotso a woman agan a beke nupe yi nna o Nan nupechi soko soyi ya re yiga so miniyi man wobe ga Dan bariki o waye so miniwe efo u Yan be,data/raw\Speaker_id_2\nup_237.txt,data/raw\Speaker_id_2\nup_237.wav,Unknown,Unknown
Speaker_id_2,Efu yan be efu yan be wunman ga be be wunjin wo eza tille woya danbo a ezhiminsun wo nna ga bo woyo wodan fo o wodan emi haya o woye ta ‘zhiminsun ndochi be egizhi wolugwa a kpin ezhiminsun woya,data/raw\Speaker_id_2\nup_238.txt,data/raw\Speaker_id_2\nup_238.wav,Unknown,Unknown
Speaker_id_2,Ya,data/raw\Speaker_id_2\nup_239.txt,data/raw\Speaker_id_2\nup_239.wav,Unknown,Unknown
Speaker_id_2,Ki egi nnazhi a be fe yegboro yan o eyan za eka wen join re wan bya logwa woga dzodzo woche woge dzodzo be ezhimunsun yin fo ndochi alheri u wan bya te wo egban,data/raw\Speaker_id_2\nup_240.txt,data/raw\Speaker_id_2\nup_240.wav,Unknown,Unknown
Speaker_id_2,Egi wundochi ga lo interview zhi o woye gan nupenchi woyo ata nupe be u yin gan kewona ungi kini u gi ke yi woyo ungi kini u gif o wunchin etun a gbaugwa wuntso che tigi gan baba wun zhia wun jin ‘gun aga,data/raw\Speaker_id_2\nup_241.txt,data/raw\Speaker_id_2\nup_241.wav,Unknown,Unknown
Speaker_id_2,Aga ta nupe ta be wunyin da yina nanan wan la etun la yegwa yeko,data/raw\Speaker_id_2\nup_242.txt,data/raw\Speaker_id_2\nup_242.wav,Unknown,Unknown
Speaker_id_2,Amma ta nupe be u ya nan kewona ga a gbin won wungya keyi woyo wungya babo wo fe be o wungya takada nan man u ka nan wenwugwa gan egi nupenchi wunyo ebona wan ezhi u lachi bo wan state u lachi bo wan local govement u la,data/raw\Speaker_id_2\nup_243.txt,data/raw\Speaker_id_2\nup_243.wav,Unknown,Unknown
Speaker_id_2,chibo kpata wun ma ya fi Niger o amman wungi danan kae lavo be o yan Nupe o unwa a achya ka ka wuntso etswa a yiyi jin karayin zandondo u gay a zhimisun man re,data/raw\Speaker_id_2\nup_244.txt,data/raw\Speaker_id_2\nup_244.wav,Unknown,Unknown
Speaker_id_2,un man kpya kpandzazhi de bena a fiunfi keba be egifen nnazhi ache da kanfi a kanfi nan yegizhi be zhin emi lozwuen na awa bana a le Ndajiya ye nan,data/raw\Speaker_id_2\nup_245.txt,data/raw\Speaker_id_2\nup_245.wav,Unknown,Unknown
Speaker_id_2,ezhimisun Wunjin eyan tetengi sokol u tsa yi tun zaman yan annabi adam yan o zana soko a fe nupe nan wunfe ‘za soko a fe kenchi nan wunfe ‘za e soko a fe gbari nan wunfe a toh kila zana kenazhi chi ya yeba aya wo ba nupe,data/raw\Speaker_id_2\nup_246.txt,data/raw\Speaker_id_2\nup_246.wav,Unknown,Unknown
Speaker_id_2,chya yan wo ya o,data/raw\Speaker_id_2\nup_247.txt,data/raw\Speaker_id_2\nup_247.wav,Unknown,Unknown
Speaker_id_2,kae estu nupe bagandozhi wen payi tukpa egan wunchin sarayin kae tufuwa e woga jin o jin yan nupe ewo woga fan o fun yan nupe egan woga wagan o gun yan nupe ladabi o jin yan nupe ladabi wen go yan Kaman ya za,data/raw\Speaker_id_2\nup_248.txt,data/raw\Speaker_id_2\nup_248.wav,Unknown,Unknown
Speaker_id_2,unga man a kpe nupe ye beyan o ebogao zandondo u gawa dadan u man dadan yanwe unga yi yeri kpe woyo dadan yanwe unga yi etsa yan woyo bag a bo amman kpe woya gan ezhimisun wodan nan mikpe gan kae alkiyami bo nupe a deba ha,data/raw\Speaker_id_2\nup_249.txt,data/raw\Speaker_id_2\nup_249.wav,Unknown,Unknown
Speaker_id_2,Nupechi de zunye wuman de chiwon wun me la chiwon ya ‘eza yegboro woga chiwon laya eza yegboro yanwotso dan u nan bandondo nan man woga lo nan wajin wala a ela ti ta fiti bo a re,data/raw\Speaker_id_2\nup_250.txt,data/raw\Speaker_id_2\nup_250.wav,Unknown,Unknown
Speaker_id_2,Nupeche nya fin zando a re kafin wo be o kun nupe nupechi u be u layu zheban nan wan da iyaka min kpe nupe ye serayin be chiwon e be zunye e bandodon na yi ga lo nan yi jin zunye yi man jin chiwon ya ‘za yib=gbro zhin ebo wotso,data/raw\Speaker_id_2\nup_251.txt,data/raw\Speaker_id_2\nup_251.wav,Unknown,Unknown
Speaker_id_2,Lo zhe ‘za yegboro,data/raw\Speaker_id_2\nup_252.txt,data/raw\Speaker_id_2\nup_252.wav,Unknown,Unknown
Speaker_id_2,a le Ndajiya ya aba kpata wa Ndajiya za lagos o a le Ndajiya ya ada police station zhi ka kan yin agan a le u ya alo  asibitizhi ka kan yin agan a leu ya a da bana ezhe waya,data/raw\Speaker_id_2\nup_253.txt,data/raw\Speaker_id_2\nup_253.wav,Unknown,Unknown
Speaker_id_2,egan navo eyan dede u yo kpataki ya egi nupenchi egan navo wenla eza lo saidai gwandako be zumanzhin aga gaogan gan wa lugwa,data/raw\Speaker_id_2\nup_254.txt,data/raw\Speaker_id_2\nup_254.wav,Unknown,Unknown
Speaker_id_2,"Toh, to sunde kaga efe fa fini a fa, bici yawo ngae chile ache baoza o, nna yenstugi ndoci be dabo, kami na mi kpeuye na ugan tanbiri ya.",data/raw\Speaker_id_2\nup_255.txt,data/raw\Speaker_id_2\nup_255.wav,Unknown,Unknown
Speaker_id_2,"Go rutu nna a la dan engici bo a ya o, go rutu nna arr de a ce jin stoci ci be a ankali u kan zhi, ankali u be zhi na u sto fe gan gan wa waa.",data/raw\Speaker_id_2\nup_256.txt,data/raw\Speaker_id_2\nup_256.wav,Unknown,Unknown
Speaker_id_2,"Zan na be a, baba o fe dan u rufa ce la ya baba mi, ke mi na me lo kura ya nna mizhi na a cin ga mi ce lo ya wa o, u sto fe dan bo u fe mangi zhi fe mangi zhi fe mangi zhi iko soko ajeli baba yi be a jin.",data/raw\Speaker_id_2\nup_257.txt,data/raw\Speaker_id_2\nup_257.wav,Unknown,Unknown
Speaker_id_2,"Ajeli baba yi jin na wa ke u be egi zhi, u su yangba ma wa egi zhi ku da u da ezhi a, egi zhi o sto fe fi bo a fe fi bo egi zhi o sto be a sa enstugi .",data/raw\Speaker_id_2\nup_258.txt,data/raw\Speaker_id_2\nup_258.wav,Unknown,Unknown
Speaker_id_2,"Egi zhi sa enstugi ganci na u ci be tu kami na a sto e gan gan ba na, za na ba egi zhi na da na za na ma nna gan a be a wa na dana a yan don do ta.",data/raw\Speaker_id_2\nup_259.txt,data/raw\Speaker_id_2\nup_259.wav,Unknown,Unknown
Speaker_id_2,"Egi zhi gan inaa u ji yada ga nna, egi zhi ga inaa za nna ga sta ae wa o, u tun aa ni be gi zhi, egi zhi fe la wun sto lo cotu, a ga lo cotu nna yi na a lo cotu nna esun a lo cotu nna yi na.",data/raw\Speaker_id_2\nup_260.txt,data/raw\Speaker_id_2\nup_260.wav,Unknown,Unknown
Speaker_id_2,"Qarshi u de egi zhi a nna yi mistu, a da tun emistu na, estu a gan gba bia yin a gan za de na a ye wa yan na dana nna a ma gan u jin yada yan za nana.",data/raw\Speaker_id_2\nup_261.txt,data/raw\Speaker_id_2\nup_261.wav,Unknown,Unknown
Speaker_id_2,"Zan na ga ama e wa ya a ya o, a da yi nna be na nna de ta turmi ba na u ta yao na gan u jin yada a de a be a wa za na un ye wa na, qarshi u dai nya na estuzhi gi gun na.",data/raw\Speaker_id_2\nup_262.txt,data/raw\Speaker_id_2\nup_262.wav,Unknown,Unknown
Speaker_id_2,Estu gan toh wun ma be jin na un ya jin asara egi nnazhi na ce la egi nna zhi ya za na zhi ba yangba na wea la gin na zhi ya za na zhi ba yangba na nna su n yangba .,data/raw\Speaker_id_2\nup_263.txt,data/raw\Speaker_id_2\nup_263.wav,Unknown,Unknown
Speaker_id_2,"Egi nana zhi u fe bu kuti kpia, u fe bu kuti kpia aah kuti a lo ban doa e gan e na wosto jin be yemanci zhi na u ga egi zhi tuba fin dana o u ga la mi ci gagan.",data/raw\Speaker_id_2\nup_264.txt,data/raw\Speaker_id_2\nup_264.wav,Unknown,Unknown
Speaker_id_2,"Bici yawo u ga ae cile a ce bao za o yao, u jin ezan na a da be bici na kawai yin a, ye na wo fa jin be za yegboro e na yapke za zuma ga o jin ga be wo yin.",data/raw\Speaker_id_2\nup_265.txt,data/raw\Speaker_id_2\nup_265.wav,Unknown,Unknown
Speaker_id_2,"U be nuguci miyin yaya me che lula shidzo lo dzuko, enala o dan michigan bici yawo uga e chile che baoza na, u fe sa u fe dabo fe dabo fe dabo ar u bia zhe yenstugi.",data/raw\Speaker_id_2\nup_266.txt,data/raw\Speaker_id_2\nup_266.wav,Unknown,Unknown
Speaker_id_2,A beke kagan wun sto la yemanci u zhi la lo cotu a u cha mi tu gami yan baba u zhi da na wun sto be magi zhi na egizhi ga mi tu gami I amma na in sto a baba u zhi zhu eye na e le ke mi na soko jin.,data/raw\Speaker_id_2\nup_267.txt,data/raw\Speaker_id_2\nup_267.wav,Unknown,Unknown
Speaker_id_2,No na yea.,data/raw\Speaker_id_2\nup_268.txt,data/raw\Speaker_id_2\nup_268.wav,Unknown,Unknown
Speaker_id_2,"Kuti yan emanci kabo un ga bu kuti ma bo jin yan wea un ga e la mi tu za o, egi nnazhi kpata a kpe kami na nna a sto yi baba zhi cotu na amman egi nnazhi be a wun sto yu cotu zhi ar.",data/raw\Speaker_id_2\nup_269.txt,data/raw\Speaker_id_2\nup_269.wav,Unknown,Unknown
Speaker_id_2,"Emi stu Bo a be la gin na zhi lo yawo o, yi na na wa to gi wun cin zhi la gi.",data/raw\Speaker_id_2\nup_270.txt,data/raw\Speaker_id_2\nup_270.wav,Unknown,Unknown
Speaker_id_2,"Ba na yi kau zhi tu na soko la ya wa a , mia gan mi gan a nna ga zhe wun bia yin ma aya un yi o daga ba soko wo ga yamanci gi gbata egi zuma zhi a be u wo ya we.",data/raw\Speaker_id_2\nup_271.txt,data/raw\Speaker_id_2\nup_271.wav,Unknown,Unknown
Speaker_id_2,"U ga la ba stozhi o mici gan bici yawo u ga e cile ce bao zan yao, yimi bici yawo ga e cile a ce bao zan yao nna tasa aa soko u ya gi bagi zhi.",data/raw\Speaker_id_2\nup_272.txt,data/raw\Speaker_id_2\nup_272.wav,Unknown,Unknown
Speaker_id_2,"Un ma o ya to egi nnzagi zhi amma be ena un sto jin ya zaman ya kanga be yemanci u zhi na se na egi nzagi nini be a jin ga u na, kanga kin nupe o.",data/raw\Speaker_id_2\nup_273.txt,data/raw\Speaker_id_2\nup_273.wav,Unknown,Unknown
Speaker_id_2,"Wa de imi li be gwa o ya a ba imi ba yawe e ebo na yenstugi zhi dokun payin dozhi yan gbani a, eda na a ga wo gan a magi nzagi na emanci zhi a ce dada ce shi a ye nbaga o.",data/raw\Speaker_id_2\nup_274.txt,data/raw\Speaker_id_2\nup_274.wav,Unknown,Unknown
Speaker_id_2,Na tu babo na wosto a kpe wo gagan ehn yeshi de na zanna e shi yi nbabo da da’a nana a de ena we wa na.,data/raw\Speaker_id_2\nup_275.txt,data/raw\Speaker_id_2\nup_275.wav,Unknown,Unknown
Speaker_id_2,"Za na ga yi ndace na, u ga lo gbe zhi wa wan na da ya nbaga o, za na ga yi chigban we e ba o na wa ce la daya nna na u ga yena na, a ge zuba o wa da ba ba zu re, lati bo wa da ba egbe jin re wo sto kpe.",data/raw\Speaker_id_2\nup_276.txt,data/raw\Speaker_id_2\nup_276.wav,Unknown,Unknown
Speaker_id_2,"Soko ma go ka, babao u de imi na uwa adini yan mishan bo lo musulmi na, toh kan dondon na nzagi uchin ga lo ezhi a na u yenstugi nna che lo biuyi .",data/raw\Speaker_id_2\nup_277.txt,data/raw\Speaker_id_2\nup_277.wav,Unknown,Unknown
Speaker_id_2,Gan wun wa gi nzagi emi a bo.,data/raw\Speaker_id_2\nup_278.txt,data/raw\Speaker_id_2\nup_278.wav,Unknown,Unknown
Speaker_id_2,"Iko soko nna tasaa egi nzagi baba o yun tu ba asa za na ba nna tasaa na yi kayin, a yen dondo ta egi gan wa lami tu egan nda wun ya.",data/raw\Speaker_id_2\nup_279.txt,data/raw\Speaker_id_2\nup_279.wav,Unknown,Unknown
Speaker_id_2,"Ahah egi da tiya cotu o nna tasaa ya egi so da cotu, a ga lo cotu egan jia alikali ke da fo a ga lo cotu egan jia likali ke da fo na ma nda gi amana ya imi a na.",data/raw\Speaker_id_2\nup_280.txt,data/raw\Speaker_id_2\nup_280.wav,Unknown,Unknown
Speaker_id_2,Hmmm,data/raw\Speaker_id_2\nup_281.txt,data/raw\Speaker_id_2\nup_281.wav,Unknown,Unknown
Speaker_id_2,"Soko be a bici yawo ke eko, fo de na soko a la nna tasaa wu na, u ga shi cotu o wa ce bu to kuti kpe gi re, egi nana mi, mi ga wo gan wa sun zuyea o bishe yiwo me tia wo ci gan wa la mi dan ndawozhi yee o.",data/raw\Speaker_id_2\nup_282.txt,data/raw\Speaker_id_2\nup_282.wav,Unknown,Unknown
Speaker_id_2,Wa ceka u kpeu pin aga dazhin mi u gan dzuga’a bo.,data/raw\Speaker_id_2\nup_283.txt,data/raw\Speaker_id_2\nup_283.wav,Unknown,Unknown
Speaker_id_2,Me jin ucin jin ebo a be gangan me gan yendoa ma ar Egi a gboka ta eti ucin o be nda u yin amma na nda gi aki imi nna u ce jiu dodom biara u ce baza zhi biu yin to siso ci ebo ena u wa na u la ode fife na.,data/raw\Speaker_id_2\nup_284.txt,data/raw\Speaker_id_2\nup_284.wav,Unknown,Unknown
Speaker_id_2,soko a la nna wunchi wuna unfe lo kotun yan ‘fo ganan wun eba un riga e gogan be nusa tsachizhi yan ni nna tasa wan badan zuman be egi nnzagi nanan mini bagizhi o chya sago,data/raw\Speaker_id_2\nup_285.txt,data/raw\Speaker_id_2\nup_285.wav,Unknown,Unknown
Speaker_id_2,gan wen jin shikpata,data/raw\Speaker_id_2\nup_286.txt,data/raw\Speaker_id_2\nup_286.wav,Unknown,Unknown
Speaker_id_2,bana wen jin shikpata shi nan nna tasa fe be nuwan man tsoba baga na wunga,data/raw\Speaker_id_2\nup_287.txt,data/raw\Speaker_id_2\nup_287.wav,Unknown,Unknown
Speaker_id_2,"Wa yin shani a de o gani a lo, en dondon ga da zhi uchin o na wa te bao , bo na ngan eye kozan ba gan ganre, iko soko na de o lo zhi uchin na.",data/raw\Speaker_id_2\nup_288.txt,data/raw\Speaker_id_2\nup_288.wav,Unknown,Unknown
Speaker_id_2,ta bana mi tana re ta bana mi tana re ka min gabe tun kotu ka min ge wu we kae min ge bu to kuti kpewe wan wo wa,data/raw\Speaker_id_2\nup_289.txt,data/raw\Speaker_id_2\nup_289.wav,Unknown,Unknown
Speaker_id_2,asa wun bagi ne jin shikpata dan da nan a yandondo wo ad eke tun ba likali likali gan toh ye zhiani agan een keman wunyi to gbani na o egi gan wunde wun ya,data/raw\Speaker_id_2\nup_290.txt,data/raw\Speaker_id_2\nup_290.wav,Unknown,Unknown
Speaker_id_2,woye gan nda woya ungan wunya bag abo ndagi a nan badan zuman o nan che san a zan che san a zan akpe gan wundan zuman bo a unche la egwa kuriya,data/raw\Speaker_id_2\nup_291.txt,data/raw\Speaker_id_2\nup_291.wav,Unknown,Unknown
Speaker_id_2,mide eza likali gan ehen ki danbo ungan kuliya soko jin wo wala soko man jin yi wala egan ‘gi nanan yiye kube fodondo na,data/raw\Speaker_id_2\nup_292.txt,data/raw\Speaker_id_2\nup_292.wav,Unknown,Unknown
Speaker_id_2,Nna u yan tu zuman iyin zhiye tu zuman o  nna nan a dza gara nya gan ka nya baga gabo wun nan dango che jin shikpata ungan toh kuliya aniga anigi jin o yi tun nuwan misun kazan nan aniga ungan be egi yon,data/raw\Speaker_id_2\nup_293.txt,data/raw\Speaker_id_2\nup_293.wav,Unknown,Unknown
Speaker_id_2,aniga u gan be egi yon nna nan che bunyin fi egi,data/raw\Speaker_id_2\nup_294.txt,data/raw\Speaker_id_2\nup_294.wav,Unknown,Unknown
Speaker_id_2,soko a wun man chile ngba kagan wuncho jijin zhidzo be eza yegborozhi yan wan gangan egi u ki u nan nda wunvo o yen ba gi yane ban nda nan as nna de kakpe,data/raw\Speaker_id_2\nup_295.txt,data/raw\Speaker_id_2\nup_295.wav,Unknown,Unknown
Speaker_id_2,as Nna de kakpe abeke wuntso jijin zhidzo be yemanchizhi yan nan da wan yagi nan na shawura gan wunla nda wun sunzuye har afe lo kotun a unga man la michi gan bichi yawo unga e chinle ache pa u zan yon,data/raw\Speaker_id_2\nup_297.txt,data/raw\Speaker_id_2\nup_297.wav,Unknown,Unknown
Speaker_id_2,nnayizhi,data/raw\Speaker_id_2\nup_298.txt,data/raw\Speaker_id_2\nup_298.wav,Unknown,Unknown
Speaker_id_2,"Egi gbarufu mishan ndoci ce kuko gan u ga wuya wa o, a en dondon ta gan u de le za guba ya se egi bagi nana nda o ma yi liman ya zhi ree.",data/raw\Speaker_id_2\nup_299.txt,data/raw\Speaker_id_2\nup_299.wav,Unknown,Unknown
Speaker_id_2,ya hankali twa lafiya lafiya o tso mun tswa hankali eba zandondo ungayi aljanna wun o soko kpe ena nda leye na e unchi gan wan luya za wunchizhi nan wunwan lugwa egi nanachinbo be nda u yin,data/raw\Speaker_id_2\nup_300.txt,data/raw\Speaker_id_2\nup_300.wav,Unknown,Unknown
Speaker_id_2,be nda u yin na unga wunga zhe shekafa sashi,data/raw\Speaker_id_2\nup_301.txt,data/raw\Speaker_id_2\nup_301.wav,Unknown,Unknown
Speaker_id_2,wotswa jin e nda yanwoyin egi nana a jin be nda u yin na u ga ye man nan ga jin be nda u yin ungazhe egun mi tachin naede nu a umae de ekpe ba nan soko ga lugwa yide egun dozhin wunchin dan egun yibo man aga gan o gagan a lugwa,data/raw\Speaker_id_2\nup_302.txt,data/raw\Speaker_id_2\nup_302.wav,Unknown,Unknown
Speaker_id_2,alugwa wa lugwa egan navo kpata wenla eza lo yegboro a,data/raw\Speaker_id_2\nup_303.txt,data/raw\Speaker_id_2\nup_303.wav,Unknown,Unknown
Speaker_id_2,ungaman ludan yi gangan bichi yawo gae chile ache gbauzan yon woga jin wangi wale wangi ye ogajin dede dede ga mito o yila hankali tswa lafiya ganni be egiyizhi eba wuntswa hakki ya imi,data/raw\Speaker_id_2\nup_304.txt,data/raw\Speaker_id_2\nup_304.wav,Unknown,Unknown
Speaker_id_2,imi wuntswa hakki yan eba e kanga gaman soko a yaye egi wangizhi man o na kaye ga gan gangan alugwa aga lugwa nan ajin aga jin nao re,data/raw\Speaker_id_2\nup_305.txt,data/raw\Speaker_id_2\nup_305.wav,Unknown,Unknown
Speaker_id_2,nupenchizhi efo de dan nan nayi ga hankali tswa lafiya nan ebaza ba che tasa ahaan achiga be kemin nan min gan yaye gan bichi yawo ungae chile ache gbauza o nan achiga miyi tau rae,data/raw\Speaker_id_2\nup_306.txt,data/raw\Speaker_id_2\nup_306.wav,Unknown,Unknown
Speaker_id_2,maman soko a maman jin yentsugi nan ge unman sa nan amma gan navo unlugwa maman de sa lokpan a maman bya eba la tinya baba u a yendondo ta byu yin maman be felo makanta,data/raw\Speaker_id_2\nup_307.txt,data/raw\Speaker_id_2\nup_307.wav,Unknown,Unknown
Speaker_id_2,ungan ka wunyi eba nan de we wa nan fe kpangbara o kuyi woriwo a afe kpangbara o a yendondo ta ungan yinaa soko dya man maman chile nan unchya gile navo nan,data/raw\Speaker_id_2\nup_308.txt,data/raw\Speaker_id_2\nup_308.wav,Unknown,Unknown
Speaker_id_2,Baba u bya ya dan yunbo baba u gan wunjin wutsa kan bichi be ‘gi wunyin yegboro hukumanzhibo a enugawa nan ajin yan wan yu aman fe lu ya egina wungan wen wa nan,data/raw\Speaker_id_2\nup_309.txt,data/raw\Speaker_id_2\nup_309.wav,Unknown,Unknown
Speaker_id_2,"Eeh agan yi egan ye, engbau ya tu ya ena u gan wa jin na, u la nda o lo cotu zhi ka ka ka ka yin egan jia.",data/raw\Speaker_id_2\nup_310.txt,data/raw\Speaker_id_2\nup_310.wav,Unknown,Unknown
Speaker_id_2,heen soko jin etsu zwalunchi a soko man e wagan navo a bichiyawo e chile che che gbauzan o nan mi gan nan efo chibe dabeyin tsochi dya yun nan wan ku ‘gi yanan wunza egi nzagi,data/raw\Speaker_id_2\nup_311.txt,data/raw\Speaker_id_2\nup_311.wav,Unknown,Unknown
Speaker_id_2,wunde man ‘gi nzagi nanan afo sunnan da ezhi banana wan maman nan shani a she baga zazhi zazhi wuntsozhi de lo a ezhi banan ala u yawo nan shani a shebo,data/raw\Speaker_id_2\nup_312.txt,data/raw\Speaker_id_2\nup_312.wav,Unknown,Unknown
Speaker_id_2,zandodo yibe shani dan gwalubo za gunkin fi gbe fi langibo tsyagagan alo shani dozhi zandondo man de yan won yimin gwa nungunchi yan maman zhi o zaguba gade shanizhi lo,data/raw\Speaker_id_2\nup_313.txt,data/raw\Speaker_id_2\nup_313.wav,Unknown,Unknown
Speaker_id_2,atun aduwazhi nan a adua jin a engichi man gi a gi engichi zona nan wuen yaya yan azaguba nan lo ganchinan yaye che gagan toh yabe da nna yan manyiwo sami a,data/raw\Speaker_id_2\nup_314.txt,data/raw\Speaker_id_2\nup_314.wav,Unknown,Unknown
Speaker_id_2,kata nnagi manyiwo ga ada tsun ada tsun maman ba kpako shin o tse gbogiya heen wuntso tigi eye a jin gurgudu kijion soko a wun man chile,data/raw\Speaker_id_2\nup_315.txt,data/raw\Speaker_id_2\nup_315.wav,Unknown,Unknown
Speaker_id_2,soko a min man chile nan ejin sunna ade zandondo nabe dagan nbo na ezhiyitso abon nan o zandondo yibe shani ade zana be yan wun na,data/raw\Speaker_id_2\nup_316.txt,data/raw\Speaker_id_2\nup_316.wav,Unknown,Unknown
Speaker_id_2,wunle zandoya wunde zandoa unga bawun gio bagao yayi u gan atoh gan ago wungayi chigbe mangan o bichi yawo unga e chinle che bauzan o,data/raw\Speaker_id_2\nup_317.txt,data/raw\Speaker_id_2\nup_317.wav,Unknown,Unknown
Speaker_id_2,Babayi gan yawe gan woga la gangan yawo tsoman wobyo da makanta wo wunyewoya  wa baba wo gba wunman chidan kporo wobo woman shinan e tigi a nin,data/raw\Speaker_id_2\nup_318.txt,data/raw\Speaker_id_2\nup_318.wav,Unknown,Unknown
Speaker_id_2,iko soko yayi u nanazhi ache zhinmin achibe jin zandochizhi shiri kafi o tso achizhi nchio nan lozwan shi sunna a zo a nin a azhibo man bi u yin yele u yin achi zheban zhinyin,data/raw\Speaker_id_2\nup_319.txt,data/raw\Speaker_id_2\nup_319.wav,Unknown,Unknown
Speaker_id_2,egi nzagi wunchin nan u man nan egi nzagina tso kia sa yentsugi agban  afe danbo afe danbo karshe u sena egi nzagi wunchin kya nda wuntso yi ‘mi ‘etsuna,data/raw\Speaker_id_2\nup_320.txt,data/raw\Speaker_id_2\nup_320.wav,Unknown,Unknown
Speaker_id_2,"Eeh baga o man ndoci ma da zhi u chin, soko la u la lo baga eti yan ibada o man uchin che gangan ba liman egan gi na fa.",data/raw\Speaker_id_2\nup_321.txt,data/raw\Speaker_id_2\nup_321.wav,Unknown,Unknown
Speaker_id_2,ache yu kasha afe wu nga zanakpe lobinan unga e dan u fini o nan abe gatun emitsu nan etsuzhiman ewa ena be la fitina lo kin na agan man gan aa,data/raw\Speaker_id_2\nup_322.txt,data/raw\Speaker_id_2\nup_322.wav,Unknown,Unknown
Speaker_id_2,zade nan egi ga wa nan ungu layu yina nanan ula ya zawunchi zanchi ki u ya biani wunke da ba zaworo wunki a dzun biani wunke da ba zaworo wunki a dzun biani wundan be eba o tso gbania,data/raw\Speaker_id_2\nup_323.txt,data/raw\Speaker_id_2\nup_323.wav,Unknown,Unknown
Speaker_id_2,abeke gan nna wuntso wunla mi latu egan yan emanchizhi nan eba bana mi gagan bichi yawo ge chinle che bauzan o nan da egi wuntso wan jin anigaga bi u ya toh banayi dansun ganchinan ganchi nan eginna jin aninga be,data/raw\Speaker_id_2\nup_324.txt,data/raw\Speaker_id_2\nup_324.wav,Unknown,Unknown
Speaker_id_2,nna e nan,data/raw\Speaker_id_2\nup_325.txt,data/raw\Speaker_id_2\nup_325.wav,Unknown,Unknown
Speaker_id_2,na wuntso gabe yeman nan ke wan jin jina o bichi yawo e chile ache bauzan nanzhi mi gan nan yetso de leye kakayin dan o nan bogabo yi nupenchizhi yila bichi ku yeko o,data/raw\Speaker_id_2\nup_326.txt,data/raw\Speaker_id_2\nup_326.wav,Unknown,Unknown
Speaker_id_2,yila bichi ku yeko yila egiyizhi ke yeko ebo egiyizhi ala fe za kirki nan aga ganya ago nan kawosto goa ezazhi a be go yan wotso a,data/raw\Speaker_id_2\nup_327.txt,data/raw\Speaker_id_2\nup_327.wav,Unknown,Unknown
Speaker_id_2,ebo ezo wuro a zoa re ele men du bichi gan nua re eya gbata ewo nan eya gbata gan re efo dan abi o tsun gbata gan unga aninga wotso jin be nda o yon,data/raw\Speaker_id_2\nup_328.txt,data/raw\Speaker_id_2\nup_328.wav,Unknown,Unknown
Speaker_id_2,egi o tso a gangan nga aninga wotso jin be nna o yon o yagi o tso agan unga aninga wotso jin be nnako yon wanchibo fe lo zaguba e fa be wozhi nan etan wen fa ebona agu wa bi a ba,data/raw\Speaker_id_2\nup_329.txt,data/raw\Speaker_id_2\nup_329.wav,Unknown,Unknown
Speaker_id_2,bogabo yi emmanchizhi yila hankali tun zo nungun be egiyizhi kae eza ka eza ka za mi a wen kan u bichi a yi egizhi man yitwsue la hankali tun zo nungun be yemanchizhi aga gangan alugwa,data/raw\Speaker_id_2\nup_330.txt,data/raw\Speaker_id_2\nup_330.wav,Unknown,Unknown
Speaker_id_2,wa lugwa yendondo u de yele,data/raw\Speaker_id_2\nup_331.txt,data/raw\Speaker_id_2\nup_331.wav,Unknown,Unknown
Speaker_id_2,"U ji na wo ga eye la aniga ce lo cotu zhi za be u yin na, egan adua u yi o be taimako soko e, a be ke wo gae wagan u la mi u tu ena nya na we wa na adua ya da stun bi u yi o.",data/raw\Speaker_id_2\nup_332.txt,data/raw\Speaker_id_2\nup_332.wav,Unknown,Unknown
Speaker_id_2,alugwa wa lugwa ajin wa jin wa leye wa shishi o lafiya to enazhi wotso gabe man Nan aga fe za kirki nashitukpa wogan wey Nan,data/raw\Speaker_id_2\nup_333.txt,data/raw\Speaker_id_2\nup_333.wav,Unknown,Unknown
Speaker_id_2,amma wogan za yegboro yiza unga wotso ga fe zannan woga fe zannan  keminan migan lya ni gan bichi yawo e chile che bauzan na,data/raw\Speaker_id_2\nup_334.txt,data/raw\Speaker_id_2\nup_334.wav,Unknown,Unknown
Speaker_id_2,yemanchi ga gagan yekowo chi danan wada nan amitu ele giu danbo fondochi woga eba la beyin yemmanchi gada tu chile eba manzhi o wungan nanche wodan nbagabo a agan nanche ne la dukun ta kpeuyan na,data/raw\Speaker_id_2\nup_335.txt,data/raw\Speaker_id_2\nup_335.wav,Unknown,Unknown
Speaker_id_2,fe,data/raw\Speaker_id_2\nup_336.txt,data/raw\Speaker_id_2\nup_336.wav,Unknown,Unknown
Speaker_id_2,yegboro e chinle yawoyi o woga go wanjion anfani ka o be gwa wunde a de anfani ade yena e yana amman soko a yi le bolobolo ye ebo enazhi yiga be man nan ala fe za bolo ka e zuman yiman wunlu jin,data/raw\Speaker_id_2\nup_337.txt,data/raw\Speaker_id_2\nup_337.wav,Unknown,Unknown
Speaker_id_2,boloboyin amma woga  zuman o nyin tun beye rayi o yin nga mi tu o woman feleye gan eza tsa jin eyan kpewoyo  egwa zando dan a wotso dzoyan wo ena edzo kpayi amman ku yi a ebo gabo bichi,data/raw\Speaker_id_2\nup_338.txt,data/raw\Speaker_id_2\nup_338.wav,Unknown,Unknown
